"ID","size","tissue","shell","clump.size","type","layer","fouling","body"
"K68",12.82,0.0158156001723681,0.139177394040615,116,"Clump",NA,"Fouling_QM",0.1136362717623
"H26",12.85,0.0142589982806452,0.152984890652659,310,"Clump",NA,NA,0.0932052715782191
"K60",12.87,0.0070902417317912,0.149614514164062,116,"Clump",NA,"Fouled_by_QM",0.0473900662071883
"K7",12.88,0.0212121507274889,0.157269634306243,116,"Clump",NA,NA,0.13487759936024
"M79",12.96,0.0138339450326643,0.146577009447515,99,"Clump",NA,"Fouling_QM",0.0943800469446597
"H41",12.97,0.012416502382388,0.172359737072141,310,"Clump","Bottom",NA,0.0720382996244135
"K19",12.99,0.0219533569992904,0.166380434903852,116,"Clump",NA,NA,0.131946746094135
"L72",13.02,0.0149698268735402,0.189784565379493,92,"Clump",NA,"Fouled_by_QM",0.0788779996076425
"H200",13.03,0.0122146999036635,0.132678141365344,310,"Clump","Bottom",NA,0.0920626395423265
"N82",13.05,0.00404945585455525,0.123104192513252,282,"Clump","Bottom",NA,0.0328945405666776
"H47",13.06,0.0121153745040327,0.159930935799371,310,"Clump","Bottom","Fouling_QM",0.0757537898685917
"N92",13.09,0.017358007198815,0.14995865233656,282,"Clump",NA,NA,0.115751955144659
"H221",13.1,0.0213058576976282,0.182589525144376,310,"Clump","Bottom",NA,0.116687184989289
"H157",13.15,0.0197059050613793,0.215661286805576,310,"Clump","Top",NA,0.0913743275544149
"N39",13.23,0.0180003603809242,0.172432358166716,282,"Clump","Bottom","Fouling_QM",0.104390849677533
"M21",13.23,0.0141431402992976,0.110849373107174,99,"Clump",NA,NA,0.127588816272541
"K16",13.25,0.00767317777314549,0.112810008296848,116,"Clump",NA,NA,0.0680185906285396
"H177",13.25,0.0127886296219092,0.17044120818763,310,"Clump","Bottom",NA,0.0750324980554634
"H163",13.26,0.0191316316005436,0.204320481613944,310,"Clump","Top",NA,0.0936354077154741
"N186",13.34,0.0112364376105975,0.140634671759716,282,"Clump","Top","Fouling_ZM",0.0798980611964292
"N16",13.34,0.01498191681413,0.1634727808489,282,"Clump",NA,NA,0.0916477760782571
"L75",13.34,0.0174789029498183,0.150250717692004,92,"Clump",NA,"Fouling_QM",0.116331577102001
"M81",13.38,0.016058797316351,0.193016477529185,99,"Clump",NA,"Fouling_QM",0.0831991005219896
"N124",13.4,0.0135163455776661,0.156582782125068,282,"Clump","Bottom",NA,0.0863207652478047
"M26",13.4,0.0184313803331811,0.149465382937565,99,"Clump",NA,NA,0.123315378925435
"N141",13.42,0.0110004254854649,0.166526263371842,282,"Clump","Bottom",NA,0.0660582016477586
"H38",13.42,0.0122226949838499,0.151172778096424,310,"Clump","Bottom",NA,0.0808524863917879
"H217",13.42,0.0195563119741598,0.178336636660625,310,"Clump","Bottom","Fouling_QM",0.109659531212173
"H205",13.44,0.0133740658174264,0.175204913908239,310,"Clump","Bottom","Fouling_ZM",0.076333851140904
"H225",13.44,0.0133740658174264,0.157566835326873,310,"Clump","Bottom",NA,0.084878685223841
"L58",13.46,0.0108848009553401,0.110049250199386,92,"Clump",NA,NA,0.0989084517669962
"H112",13.49,0.0179985052136525,0.162832611985054,310,"Clump","Bottom",NA,0.110533786777949
"H48",13.5,0.0179512157554492,0.178725637138755,310,"Clump","Bottom","Fouling_QM",0.100440071401243
"M83",13.5,0.0215414589065391,0.200776202759771,99,"Clump",NA,"Fouled_by_QM",0.107290897080634
"L21",13.51,0.0143232683395441,0.152859890833937,92,"Clump",NA,NA,0.0937019401322518
"H197",13.57,0.00469989567490714,0.104015140956339,310,"Clump","Bottom","Fouled_by_ZM",0.045184726297491
"H207",13.57,0.0211495305370821,0.180597717264853,310,"Clump","Bottom","Fouling_QM",0.117108515309004
"H83",13.59,0.0151950012029307,0.174126157597676,310,"Clump","Top",NA,0.0872643226759717
"L54",13.59,0.01636384744931,0.170711919213408,92,"Clump",NA,NA,0.095856502139452
"M57",13.59,0.0175326936956893,0.170711919213408,99,"Clump",NA,NA,0.102703395149413
"H106",13.6,0.0116579776768825,0.145359125750287,310,"Clump","Bottom",NA,0.0802012093613565
"L73",13.63,0.0127238458847974,0.147804280371764,92,"Clump",NA,"Fouling_QM",0.0860857740573806
"N13",13.64,0.0126907579310706,0.137352968989301,282,"Clump",NA,NA,0.0923952210458528
"N54",13.65,0.0161099020423608,0.178623476359721,282,"Clump","Bottom","Fouled_by_QM",0.0901891642166779
"M50",13.68,0.0182683689329299,0.14287132473233,99,"Clump",NA,NA,0.127865888883971
"K78",13.7,0.0283966563661737,0.190048197645003,116,"Clump",NA,NA,0.149418182955972
"N32",13.71,0.0124622029192901,0.159697247376933,282,"Clump",NA,NA,0.0780364290805563
"N118",13.74,0.0112416965610837,0.134431401411575,282,"Clump","Bottom",NA,0.0836240375614777
"L16",13.75,0.0190615841208059,0.194618521793283,92,"Clump",NA,NA,0.0979433198092647
"M73",13.75,0.0190615841208059,0.0956599513899188,99,"Clump",NA,NA,0.199263995474021
"N158",13.79,0.0177562411853139,0.17878930408843,282,"Clump","Bottom",NA,0.0993137776101617
"K22",13.8,0.0221382518886749,0.196901778722261,116,"Clump",NA,NA,0.112432970551789
"K47",13.82,0.0187210080551661,0.144069309730034,116,"Clump",NA,NA,0.129944455833423
"N93",13.83,0.0131809361512714,0.170786017194703,282,"Clump",NA,NA,0.0771780756280804
"H76",13.83,0.01537775884315,0.162138623919022,310,"Clump","Top",NA,0.0948432796051743
"N61",13.83,0.01537775884315,0.154572154802801,282,"Clump","Top",NA,0.0994859576278052
"K27",13.84,0.0219119240318427,0.159636793849933,116,"Clump",NA,NA,0.137261113202017
"K74",13.85,0.017484644764219,0.161450452102396,116,"Clump",NA,NA,0.108297279670235
"H63",13.86,0.00980994237735186,0.143922997720649,310,"Clump","Bottom",NA,0.0681610481487658
"H119",13.89,0.0108165835083966,0.121665210557591,310,"Clump","Top",NA,0.088904490107108
"K32",13.91,0.0247513779525148,0.183852026039946,116,"Clump",NA,NA,0.134626626018998
"N134",13.92,0.018247878571181,0.207854656328057,282,"Clump","Bottom","Fouling_QM",0.0877915313207148
"N80",13.92,0.018247878571181,0.181342582816825,282,"Clump","Bottom","Fouling_QM",0.10062655051965
"N136",13.92,0.018247878571181,0.150588577543796,282,"Clump","Bottom","Fouling_QM",0.121177043231409
"H193",13.93,0.00749469928028319,0.136513444904811,310,"Clump","Bottom","Fouled_by_QM",0.05490081424221
"H165",13.94,0.0106794694366121,0.144673494288753,310,"Clump","Bottom",NA,0.0738177334356561
"N142",13.94,0.0181550980422405,0.185857919670222,282,"Clump","Bottom","Fouled_by_QM",0.0976826711202517
"L47",13.99,0.0105445750858356,0.12957266091074,92,"Clump",NA,NA,0.0813796290955196
"H108",14,0.012621430464863,0.161625548353868,310,"Clump","Bottom",NA,0.0780905654669719
"L42",14.04,0.0218648992373286,0.223349538763588,92,"Clump",NA,NA,0.0978954304466788
"N203",14.05,0.0186940268491264,0.225977550121823,282,"Clump","Bottom",NA,0.0827251505251231
"K12",14.05,0.0207711409434737,0.144460534324453,116,"Clump",NA,NA,0.143784190198428
"N86",14.08,0.0154608302733612,0.181496371236704,282,"Clump","Bottom",NA,0.0851853409961427
"N67",14.08,0.0164915522915852,0.15688669378088,282,"Clump","Top",NA,0.105117597255371
"H176",14.08,0.0154608302733612,0.142531048598316,310,"Clump","Bottom",NA,0.108473419829621
"M41",14.09,0.0174781621490969,0.164745292257534,99,"Clump",NA,"Fouled_by_QM",0.106092027939557
"H164",14.1,0.0215363550935236,0.167465012441757,310,"Clump","Top",NA,0.12860211682135
"N132",14.11,0.00818370068670261,0.150811929822575,282,"Clump","Bottom","Fouled_by_QM",0.0542642793334086
"H208",14.11,0.00920666327254044,0.117184945470244,310,"Clump","Bottom","Fouling_QM",0.0785652392088045
"H170",14.12,0.00816314203046629,0.131177115910519,310,"Clump","Bottom",NA,0.0622299245855864
"H79",14.13,0.0122139742808839,0.192804424502786,310,"Clump","Top",NA,0.0633490352328889
"N114",14.14,0.0121833343464932,0.150884744129978,282,"Clump","Bottom",NA,0.0807459655165533
"H50",14.16,0.0111121536363925,0.185553921466338,310,"Clump","Bottom",NA,0.0598863853082643
"K100",14.16,0.0141427409917723,0.157317455156243,116,"Clump",NA,NA,0.0898993756142709
"N135",14.16,0.0242446988430383,0.26522109426982,282,"Clump","Bottom","Fouling_QM",0.0914131619499811
"N81",14.17,0.0171303385206962,0.173092537090283,282,"Clump","Bottom",NA,0.0989663610497617
"M9",14.18,0.0130669014598272,0.150639676724304,99,"Clump",NA,NA,0.08674276089786
"L13",14.18,0.0201029253228111,0.170724966954211,92,"Clump",NA,NA,0.117750354159991
"H77",14.21,0.0159621196634742,0.14471534580459,310,"Clump","Top",NA,0.11030011761868
"L70",14.22,0.0139320144395502,0.147403927990617,92,"Clump",NA,"Fouled_by_QM",0.0945158967570864
"H53",14.26,0.01477903087187,0.192615526664452,310,"Clump","Bottom",NA,0.0767281388359514
"L36",14.26,0.0157642995966613,0.176811175758651,92,"Clump",NA,"Fouling_QM",0.0891589546250162
"H24",14.27,0.01179383495519,0.135045823349876,310,"Clump",NA,NA,0.0873320970811115
"N6",14.31,0.00681170468904745,0.126116585360492,282,"Clump",NA,NA,0.0540111728332707
"K43",14.31,0.0145965100479588,0.142736600485518,116,"Clump",NA,"Fouling_QM",0.102261858544402
"K41",14.33,0.0242071849344718,0.121704659853168,116,"Clump",NA,NA,0.198901052463207
"N49",14.34,0.0106248142289388,0.162263914762541,282,"Clump","Bottom","Fouled_by_QM",0.0654786016009
"M91",14.34,0.014488383039462,0.156434073513587,99,"Clump",NA,NA,0.0926165426370719
"K71",14.34,0.014488383039462,0.134086348725932,116,"Clump",NA,NA,0.108052633076584
"L79",14.36,0.0163391173318328,0.173211587585218,92,"Clump",NA,"Fouling_QM",0.0943303941706219
"H216",14.39,0.0143104420546422,0.175036086907915,310,"Clump","Bottom",NA,0.0817570953935394
"L10",14.39,0.0228967072874276,0.162533509271635,92,"Clump",NA,"Fouling_QM",0.140873764370406
"H181",14.4,0.0152268699017552,0.163161290010617,310,"Clump","Bottom","Fouled_by_ZM",0.0933240347680774
"H86",14.4,0.0123718317951761,0.132448576596854,310,"Clump","Top",NA,0.0934085674082659
"H62",14.41,0.0189867336387997,0.174322005902655,310,"Clump","Bottom",NA,0.10891759500176
"H115",14.45,0.0122205136458815,0.146304662186361,310,"Clump",NA,NA,0.083527848417538
"N185",14.46,0.0121905351336814,0.153591841192898,282,"Clump","Top","Fouling_QM",0.0793696790076964
"N68",14.47,0.0187086935559058,0.192072623515264,282,"Clump","Top",NA,0.0974042693513742
"N5",14.48,0.00653200170976267,0.128417806624872,282,"Clump",NA,NA,0.0508652334239258
"H136",14.48,0.0102645741153413,0.152968269656097,310,"Clump","Top",NA,0.0671026359807699
"L65",14.49,0.0121011632949632,0.151715423674762,92,"Clump",NA,"Fouled_by_QM",0.0797622483057819
"N184",14.49,0.0167554568699491,0.152657755498828,282,"Clump","Top",NA,0.1097583074977
"N121",14.5,0.0111429778932587,0.130718418810037,282,"Clump","Bottom",NA,0.0852441300521842
"N65",14.51,0.0166736052421905,0.188641299088847,282,"Clump","Top",NA,0.0883878838977751
"K58",14.52,0.0147847747434199,0.135808848202352,116,"Clump",NA,NA,0.108864591218615
"K91",14.54,0.0119540677744387,0.110073448902253,116,"Clump",NA,"Fouling_QM",0.108600828752574
"N87",14.54,0.0193104171740933,0.170707128382307,282,"Clump","Bottom",NA,0.113120157061319
"L44",14.55,0.0192633389642445,0.175947674120735,92,"Clump",NA,NA,0.109483339637818
"N101",14.55,0.0210979426751249,0.161983573000041,282,"Clump","Top",NA,0.130247421293266
"L76",14.56,0.0155561396123981,0.182095645367686,92,"Clump",NA,NA,0.085428399899335
"H101",14.56,0.0192164077564918,0.199747774255369,310,"Clump","Bottom",NA,0.0962033636075686
"H137",14.59,0.0136260646880692,0.149598557685906,310,"Clump","Top",NA,0.0910841982626477
"M89",14.59,0.0163512776256831,0.146828214025056,99,"Clump",NA,NA,0.111363321649426
"K31",14.6,0.0199363390222026,0.159434632398726,116,"Clump",NA,NA,0.12504396768918
"L48",14.61,0.018079940241997,0.151755791900247,92,"Clump",NA,NA,0.11913838684906
"M47",14.66,0.0187550589359454,0.160253237729389,99,"Clump",NA,NA,0.117033884629627
"N154",14.68,0.0142205700991023,0.188631741594819,282,"Clump","Bottom",NA,0.0753880019283713
"H23",14.69,0.00797975488323175,0.0941270214944806,310,"Clump",NA,NA,0.0847764516133092
"H144",14.69,0.0141862309035231,0.162912152586601,310,"Clump","Top",NA,0.0870790219040411
"M10",14.69,0.0203927069238145,0.179203367845261,99,"Clump",NA,NA,0.113796449079145
"H88",14.72,0.0105628867063269,0.149341747341748,310,"Clump","Bottom",NA,0.070729631160369
"L40",14.72,0.0105628867063269,0.138545958377285,92,"Clump",NA,"Fouling_QM",0.0762410309910471
"M34",14.73,0.020196777490784,0.193936160616892,99,"Clump",NA,NA,0.104141370162945
"H82",14.78,0.010411432240973,0.14578647054408,310,"Clump","Top",NA,0.0714156272671748
"H93",14.79,0.00432769209214121,0.0878302246170832,310,"Clump","Bottom",NA,0.0492733806728699
"H178",14.8,0.0164058136421142,0.156717709095259,310,"Clump","Bottom",NA,0.104683853132017
"N89",14.8,0.0181327413939156,0.166457227739597,282,"Clump",NA,"Fouling_QM",0.108933337651653
"M22",14.81,0.0120595398265367,0.14845358258854,99,"Clump",NA,"Fouled_by_ZM",0.0812344142610647
"N52",14.82,0.011171340343562,0.143749446499709,282,"Clump","Bottom","Fouled_by_ZM",0.0777139711879492
"N177",14.83,0.0154310105562089,0.176910003809622,282,"Clump","Top",NA,0.0872252005195517
"N111",14.84,0.014538895604926,0.174802544354935,282,"Clump","Bottom",NA,0.0831732493287109
"K26",14.84,0.0188150413710808,0.158112854190393,116,"Clump",NA,NA,0.118997544301012
"K53",14.85,0.0145041656729555,0.171826310165645,116,"Clump",NA,NA,0.0844117857094943
"M33",14.86,0.0136183924687417,0.135614082441624,99,"Clump",NA,NA,0.100420194006061
"H156",14.88,0.00847094813883011,0.155122154451629,310,"Clump","Top",NA,0.0546082419289217
"N126",14.9,0.016018231612992,0.160586338958356,282,"Clump","Bottom",NA,0.0997484077219416
"N183",14.91,0.0126158855916093,0.165467468126422,282,"Clump","Top",NA,0.0762439030128289
"H89",14.91,0.0117748265521686,0.136878847978925,310,"Clump","Bottom",NA,0.0860237116693267
"H160",14.92,0.0159421280152938,0.208371950785903,310,"Clump","Top",NA,0.0765080326558632
"N194",14.94,0.00835078274328589,0.103345388995097,282,"Clump","Top","Fouling_QM",0.0808045992616278
"H128",14.95,0.014995742481686,0.195969906885807,310,"Clump","Top",NA,0.0765206389082179
"H67",14.96,0.0141290630624106,0.170707604735285,310,"Clump",NA,NA,0.0827676252872298
"K93",15.01,0.0123200050136601,0.139308769849647,116,"Clump",NA,NA,0.0884366793774489
"N51",15.01,0.0188906743542788,0.186877618090991,282,"Clump","Bottom","Fouled_by_QM",0.101085804427799
"N88",15.02,0.0131103021722721,0.189054988245179,282,"Clump",NA,"Fouled_by_QM",0.0693465022740886
"N96",15.04,0.0171261699782545,0.166359857625707,282,"Clump","Top",NA,0.102946529425305
"N117",15.05,0.0122041449047755,0.186262296669699,282,"Clump","Bottom",NA,0.065521284355348
"N166",15.06,0.0137987847403913,0.150569372811289,282,"Clump","Top","Fouling_QM",0.0916440341269503
"H223",15.07,0.00809782561485274,0.1133362588903,310,"Clump","Bottom",NA,0.0714495581038261
"H187",15.08,0.0145417979419696,0.216175696703025,310,"Clump","Bottom","Fouled_by_QM",0.0672684217687368
"H73",15.09,0.00644782803780232,0.139654923586443,310,"Clump","Top",NA,0.0461697151250901
"H125",15.1,0.012061275963817,0.147729159564127,310,"Clump","Top",NA,0.0816445175712342
"H110",15.11,0.0104285651735613,0.164101642491894,310,"Clump","Bottom",NA,0.0635494259240971
"H162",15.11,0.0168461437419067,0.1932567566402,310,"Clump","Top",NA,0.0871697529999966
"H155",15.14,0.00876224873100882,0.179709491345593,310,"Clump","Top",NA,0.048757851716126
"N77",15.16,0.01189265003497,0.184787167538016,282,"Clump","Bottom","Fouled_by_QM",0.0643586359021567
"M60",15.16,0.0126854933706347,0.131990833955726,99,"Clump",NA,"Fouling_QM",0.0961088962805541
