ID,clump,size,lnsize,wetmass,wetdemse,density,ogshell,lnshell,shell,final,foil,ogtissue,lntissue,tissue,ogcondition,condition,totaldense,type
308,36,25.3,3.230804396,2.241,29.134,15,0.792,-0.233193887,1.134405881,,,0.09,-2.407945609,0.126501501,0.113636364,0.111513439,19,clump
309,36,29.7,3.391147046,3.802,29.134,15,1.263,0.233489843,1.012429004,,,0.168,-1.7837913,0.136242065,0.133016627,0.1345695,19,clump
310,36,28.1,3.335769576,2.899,29.134,15,1.157,0.145830448,1.13332914,,,0.091,-2.396895772,0.089235009,0.078651685,0.078737064,19,clump
311,36,25.6,3.242592351,2.866,29.134,15,1.07,0.067658648,1.468570086,,,0.109,-2.216407397,0.147136349,0.101869159,0.100190212,19,clump
312,36,30.4,3.414442608,3.255,29.134,15,1.28,0.246860078,0.943077039,,,0.132,-2.024953356,0.098826655,0.272,0.10479171,19,clump
313,36,27.5,3.314186005,3.195,29.134,15,1.063,0.061095099,1.125870623,,,0.034,-3.381394754,0.035902471,0.031984948,0.031888629,19,clump
314,36,17.8,2.879198457,0.685,29.134,15,0.241,-1.422958345,1.232639863,,,0.035,-3.352407217,0.164317567,0.145228216,0.133305413,19,clump
485,47,27.7,3.321432413,2.552,28.941,10,0.846,-0.167235919,0.872837051,,,0.07,-2.659260037,0.072102279,0.082742317,0.082606803,20,clump
486,47,27.5,3.314186005,2.883,31.344,10,1,0,1.059144518,,,0.088,-2.430418465,0.092924042,0.088,0.087734997,20,clump
487,47,33.2,3.502549876,4.366,31.344,10,1.59,0.463734016,0.851563103,,,0.119,-2.128631786,0.065856689,0.074842767,0.077336241,20,clump
488,47,31.1,3.437207819,4.39,31.344,10,1.885,0.633927821,1.278964001,,,0.172,-1.760260802,0.119101401,0.091246684,0.093123341,20,clump
489,47,31.4,3.446807893,4.115,31.344,10,1.511,0.412771683,0.990190403,,,0.139,-1.973281346,0.093132801,0.091992058,0.094055447,20,clump
490,47,28.7,3.356897123,2.718,31.344,10,0.949,-0.05234648,0.861139124,,,0.103,-2.273026291,0.0939418,0.1085353,0.109090154,20,clump
491,47,23.3,3.148453361,2.045,31.344,10,0.769,-0.262664309,1.48401223,,,0.089,-2.419118909,0.165926501,0.11573472,0.111809389,20,clump
492,47,27.1,3.299533728,2.429,31.344,10,0.973,-0.027371197,1.086684773,,,0.11,-2.207274913,0.122141873,0.113052415,0.112398624,20,clump
493,47,28,3.33220451,3.199,31.344,10,1.032,0.031498667,1.024017075,,,0.118,-2.137070655,0.117134956,0.114341085,0.114387698,20,clump
494,47,28.2,3.339321978,2.647,31.344,10,1.072,0.069526063,1.03665104,,,0.113,-2.18036746,0.109466331,0.105410448,0.105596123,20,clump
149,18,25.66,3.244933359,1.623,30.551,13,0.668,-0.403467105,0.909090159,,,0.066,-2.718100537,0.088379223,0.098802395,0.097217225,23,clump
150,18,27.98,3.331489969,2.899,38.292,13,1.095,0.090754363,1.089343842,,,0.099,-2.312635429,0.098515396,0.090410959,0.090435537,23,clump
151,18,29.16,3.372797907,3.463,38.292,13,1.256,0.227932068,1.075965615,,,0.101,-2.292634762,0.087228166,0.080414013,0.081069659,23,clump
152,18,27.28,3.306153833,2.988,38.292,13,1.107,0.101653654,1.207064814,,,0.099,-2.312635429,0.107459689,0.089430894,0.089025616,23,clump
153,18,32.77,3.489513463,4.456,38.292,13,1.506,0.409457129,0.845551041,,,0.165,-1.801809805,0.095489652,0.276,0.11293186,23,clump
154,18,27.52,3.314913013,2.798,38.292,13,1.25,0.223143551,1.320450947,,,0.089,-2.419118909,0.093745936,0.0712,0.070995395,23,clump
155,18,24.26,3.188828904,2.286,38.292,13,0.87,-0.139262067,1.450621612,,,0.082,-2.501036032,0.133105187,0.094252874,0.091757344,23,clump
156,18,30.65,3.422632662,3.807,38.292,13,1.358,0.306013029,0.971317047,,,0.141,-1.958995389,0.102640587,0.272,0.10567156,23,clump
157,18,32.49,3.48093235,3.833,38.292,13,1.477,0.390013004,0.855433226,,,0.123,-2.095570924,0.073309483,0.266,0.085698663,23,clump
160,18,26.76,3.286908235,2.357,38.292,13,1.752,0.560757993,2.048207544,,,0.099,-2.312635429,0.114792734,0.056506849,0.05604546,23,clump
161,18,31.24,3.441699325,3.374,38.292,13,1.265,0.235072122,0.844454372,,,0.1,-2.302585093,0.068186397,0.229,0.0807461,23,clump
162,18,27.67,3.320348794,4.015,38.292,13,1.426,0.354873322,1.47701853,,,0.133,-2.017406151,0.137504459,0.093267882,0.093095961,23,clump
163,18,14.07,2.644044871,0.393,38.292,13,0.154,-1.870802677,1.845166931,,,0.024,-3.729701449,0.252417259,0.155844156,0.136799145,23,clump
287,34,29.9,3.39785848,3.968,43.565,13,1.527,0.423305026,1.194672618,,,0.157,-1.851509474,0.124423964,0.102815979,0.104149005,23,clump
288,34,29.2,3.374168709,3.792,44.729,13,1.415,0.347129531,1.206174359,,,0.145,-1.931021537,0.124641131,0.102473498,0.103335915,23,clump
289,34,32.2,3.471966453,3.872,44.729,13,1.376,0.31918074,0.823227279,,,0.155,-1.864330162,0.095267028,0.287,0.115723847,23,clump
290,34,30.1,3.404525172,2.415,44.729,13,1.1,0.09531018,0.840081741,,,0.107,-2.234926445,0.082881434,0.238,0.098658773,23,clump
291,34,35.1,3.55820113,4.093,44.729,13,1.574,0.45362015,0.689179802,,,0.162,-1.820158944,0.074074404,0.312,0.107481971,23,clump
292,34,33.3,3.505557397,4.41,44.729,13,1.569,0.450438474,0.831216954,,,0.15,-1.897119985,0.082160693,0.31,0.098843861,23,clump
293,34,25.6,3.242592351,2.439,44.729,13,0.909,-0.095410185,1.247598326,,,0.087,-2.44184716,0.117439104,0.095709571,0.094132143,23,clump
294,34,29.6,3.387774361,4.041,44.729,13,1.488,0.397432936,1.207442648,,,0.16,-1.832581464,0.131264102,0.107526882,0.108712494,23,clump
295,34,30.7,3.424262655,3.926,44.729,13,1.624,0.484892242,1.15474125,,,0.147,-1.917322692,0.106411671,0.292,0.092151962,23,clump
296,34,25.6,3.242592351,2.286,44.729,13,0.998,-0.002002003,1.369750417,,,0.101,-2.292634762,0.136337351,0.101202405,0.099534447,23,clump
297,34,28,3.33220451,2.431,44.729,13,0.959,-0.041864204,0.951581758,,,0.111,-2.198225078,0.110186272,0.115745568,0.115792753,23,clump
298,34,31.1,3.437207819,3.543,44.729,13,1.267,0.236651901,0.859653788,,,0.16,-1.832581464,0.110792001,0.308,0.128879792,23,clump
299,34,31.4,3.446807893,3.513,44.729,13,1.45,0.371563556,0.950215807,,,0.076,-2.577021939,0.050921532,0.212,0.053589439,23,clump
330,40,27.4,3.310543013,3.591,27.579,10,1.197,0.179818427,1.28462594,,,0.065,-2.733368009,0.069500109,0.054302423,0.054101437,24,clump
331,40,27.9,3.328626689,3.685,30.963,10,1.268,0.237440856,1.274593244,,,0.145,-1.931021537,0.14571429,0.114353312,0.114322189,24,clump
332,40,33.2,3.502549876,4.096,30.963,10,1.427,0.355574338,0.764264495,,,0.185,-1.687399454,0.102382248,0.318,0.1339618,24,clump
333,40,29.1,3.370738174,2.547,30.963,10,0.994,-0.006018072,0.857893424,,,0.109,-2.216407397,0.094804751,0.109657948,0.110508775,24,clump
334,40,27.4,3.310543013,2.693,30.963,10,0.927,-0.075801713,0.994860691,,,0.106,-2.244316185,0.113338639,0.114347357,0.11392413,24,clump
336,40,32.3,3.47506723,3.623,30.963,10,1.376,0.31918074,0.814038373,,,0.128,-2.055725015,0.07783983,0.281,0.095621818,24,clump
337,40,26.9,3.292126287,2.796,30.963,10,1.166,0.153579088,1.337626522,,,0.117,-2.145581344,0.133257634,0.100343053,0.099622452,24,clump
338,40,27.2,3.303216973,2.833,30.963,10,1.038,0.037295785,1.143924852,,,0.103,-2.273026291,0.11293341,0.099229287,0.098724501,24,clump
339,40,24,3.17805383,2.299,30.963,10,0.987,-0.01308524,1.711165565,,,0.094,-2.364460497,0.158328775,0.095238095,0.092526859,24,clump
340,40,28.7,3.356897123,2.8,30.963,10,1.145,0.135404637,1.038992936,,,0.115,-2.162823151,0.104886476,0.100436681,0.100950134,24,clump
467,46,31.1,3.437207819,3.075,51.728,14,1.237,0.212689093,0.839298923,,,0.07,-2.659260037,0.0484715,0.056588521,0.057752368,25,clump
468,46,30.7,3.424262655,3.83,97.316,14,1.423,0.352767319,1.011820689,,,0.127,-2.063568193,0.091933893,0.089248067,0.090859867,25,clump
469,46,30.5,3.417726684,4.234,97.316,14,1.557,0.442760893,1.133607651,,,0.108,-2.225624052,0.079952466,0.069364162,0.070529222,25,clump
470,46,31.8,3.45946629,3.711,97.316,14,1.246,0.21993842,0.779958405,,,0.145,-1.931021537,0.09302497,0.116372392,0.119269142,25,clump
471,46,27,3.295836866,3.114,97.316,14,1.189,0.173112618,1.34581264,,,0.118,-2.137070655,0.132696924,0.099243061,0.098599849,25,clump
472,46,31.5,3.449987546,31.5,97.316,14,1.387,0.327143141,0.898528446,,,0.147,-1.917322692,0.097424614,0.105984138,0.108426855,25,clump
473,46,30.3,3.411147713,30.3,97.316,14,1.069,0.066723632,0.797067249,,,0.098,-2.3227878,0.074205213,0.091674462,0.093097808,25,clump
475,46,26.7,3.284663565,2.925,97.316,14,1.068,0.065787741,1.258751674,,,0.121,-2.111964733,0.141386617,0.11329588,0.112322883,25,clump
477,46,29.3,3.377587516,3.039,97.316,14,1.116,0.109750864,0.939599946,,,0.12,-2.120263536,0.101948741,0.107526882,0.108502285,25,clump
479,46,30.1,3.404525172,3.173,97.316,14,1.208,0.1889661,0.922562494,,,0.139,-1.973281346,0.107668405,0.115066225,0.116705812,25,clump
480,46,22.4,3.109060959,1.963,97.316,14,0.775,-0.25489225,1.724818694,,,0.08,-2.525728644,0.170724497,0.103225806,0.098981126,25,clump
482,46,26.1,3.261935314,2.617,97.316,14,1.083,0.079734968,1.385892021,,,0.086,-2.453407983,0.108637076,0.079409049,0.078387836,25,clump
483,46,29.5,3.384390263,1.258,97.316,14,0.486,-0.721546655,0.399227221,,,0.061,-2.796881415,0.050628712,0.125514403,0.126816783,25,clump
484,46,30.5,3.417726684,2.577,97.316,14,1,0,0.728071709,,,0.128,-2.055725015,0.094758478,0.128,0.130149925,25,clump
265,33,26.3,3.269568939,2.768,57.541,22,1.102,0.097126711,1.371770185,,,0.092,-2.385966702,0.113212966,0.083484574,0.082530563,26,clump
266,33,29.8,3.394508394,2.92,61.679,22,1.213,0.19309663,0.960588757,,,0.089,-2.419118909,0.071348489,0.073371805,0.07427579,26,clump
267,33,24.3,3.19047635,2.871,61.679,22,1.116,0.109750864,1.84973306,,,0.103,-2.273026291,0.166250999,0.092293907,0.089878374,26,clump
268,33,29.5,3.384390263,3.903,61.679,22,1.558,0.443402947,1.279827182,,,0.118,-2.137070655,0.097937508,0.075738126,0.07652401,26,clump
269,33,26.9,3.292126287,2.553,61.679,22,0.985,-0.015113638,1.129984669,,,0.106,-2.244316185,0.120729139,0.107614213,0.106841395,26,clump
270,33,27.2,3.303216973,3.378,61.679,22,1.302,0.263901544,1.434865277,,,0.118,-2.137070655,0.129380023,0.0906298,0.09016876,26,clump
271,33,28.7,3.356897123,3.206,61.679,22,1.19,0.173953307,1.07982672,,,0.106,-2.244316185,0.096677969,0.08907563,0.089531003,26,clump
272,33,18,2.890371758,0.778,61.679,22,0.285,-1.255266099,1.39990307,,,0.048,-3.036554268,0.216876803,0.168421053,0.154922728,26,clump
273,33,25.1,3.222867846,2.66,61.679,22,1.145,0.135404637,1.687820235,,,0.105,-2.253794929,0.151657884,0.091703057,0.089854287,26,clump
274,33,28.6,3.353406718,3.771,61.679,22,1.517,0.4167347,1.394055664,,,0.106,-2.244316185,0.097842362,0.069874753,0.070185406,26,clump
275,33,28.6,3.353406718,3.424,61.679,22,1.384,0.324977857,1.271834568,,,0.133,-2.017406151,0.122764473,0.096098266,0.096525505,26,clump
276,33,29.4,3.380994674,3.646,61.679,22,1.244,0.218331994,1.034528879,,,0.148,-1.910543005,0.124275904,0.118971061,0.120128018,26,clump
277,33,24.2,3.186352633,2.318,61.679,22,0.296,-1.217395825,0.497988898,,,0.094,-2.364460497,0.153885502,0.317567568,0.309013922,26,clump
278,33,25.1,3.222867846,2.095,61.679,22,0.818,-0.200892942,1.205796465,,,0.074,-2.603690186,0.106882699,0.090464548,0.088640747,26,clump
279,33,28.5,3.349904087,3.063,61.679,22,1.045,0.044016885,0.972562392,,,0.11,-2.207274913,0.102761722,0.105263158,0.105660802,26,clump
280,33,23.3,3.148453361,2.366,61.679,22,0.997,-0.003004509,1.924005453,,,0.087,-2.44184716,0.162197816,0.087261785,0.08430216,26,clump
281,33,26.8,3.288401888,3.218,61.679,22,1.13,0.122217633,1.31392345,,,0.117,-2.145581344,0.134970879,0.103539823,0.102723548,26,clump
282,33,26.6,3.280911216,2.456,61.679,22,0.909,-0.095410185,1.086005271,,,0.08,-2.525728644,0.094689654,0.088008801,0.087190787,26,clump
283,33,26.8,3.288401888,2.834,61.679,22,1.136,0.12751332,1.320900034,,,0.104,-2.26336438,0.119974115,0.091549296,0.090827551,26,clump
284,33,28.9,3.363841595,2.751,61.679,22,0.973,-0.027371197,0.860998161,,,0.089,-2.419118909,0.079262354,0.091469681,0.092058679,26,clump
285,33,27.6,3.317815773,2.643,61.679,22,1.058,0.056380333,1.105947128,,,0.095,-2.353878387,0.099074528,0.08979206,0.089583422,26,clump
286,33,25.2,3.226843995,2.057,61.679,22,0.837,-0.177931208,1.216172208,,,0.075,-2.590267165,0.106859704,0.089605735,0.087865603,26,clump
448,45,27.4,3.310543013,2.59,54.717,19,0.978,-0.022245609,1.049594127,,,0.107,-2.234926445,0.114407871,0.109406953,0.109002012,27,clump
449,45,26.5,3.277144733,3.226,53.144,19,1.126,0.11867153,1.363728452,,,0.091,-2.396895772,0.109110012,0.080817052,0.080008606,27,clump
450,45,28.2,3.339321978,3.068,53.144,19,1.257,0.22872793,1.215550706,,,0.109,-2.216407397,0.105591416,0.086714399,0.086867142,27,clump
451,45,27.4,3.310543013,2.366,53.144,19,1.068,0.065787741,1.146182543,,,0.098,-2.3227878,0.104784779,0.0917603,0.091420673,27,clump
452,45,32.9,3.493472658,3.529,53.144,19,1.523,0.420682074,0.842927703,,,0.11,-2.207274913,0.062801109,0.07222587,0.074503553,27,clump
453,45,27.5,3.314186005,2.298,53.144,19,0.907,-0.097612829,0.960644078,,,0.098,-2.3227878,0.103483592,0.108048512,0.107723135,27,clump
454,45,31.4,3.446807893,3.241,53.144,19,1.205,0.186479567,0.789662102,,,0.116,-2.154165088,0.077722338,0.09626556,0.098424804,27,clump
455,45,30,3.401197382,2.931,53.144,19,1.128,0.120446153,0.871906132,,,0.098,-2.3227878,0.076781524,0.086879433,0.088061686,27,clump
456,45,29.1,3.370738174,3.339,53.144,19,1.15,0.139761942,0.992532633,,,0.135,-2.002480501,0.117418729,0.117391304,0.118302134,27,clump
457,45,26.3,3.269568939,2.244,53.144,19,0.894,-0.112049504,1.112851675,,,0.096,-2.343407088,0.118135269,0.10738255,0.106155449,27,clump
458,45,28.2,3.339321978,3.212,53.144,19,1.206,0.187309098,1.16623242,,,0.1,-2.302585093,0.096872859,0.08291874,0.083064797,27,clump
459,45,29.6,3.387774361,3.694,53.144,19,1.591,0.464362749,1.291022348,,,0.149,-1.903808973,0.122239695,0.093651791,0.094684414,27,clump
460,45,25.8,3.250374492,2.322,53.144,19,1.061,0.05921186,1.415766471,,,0.1,-2.302585093,0.131431955,0.094250707,0.092834487,27,clump
461,45,26.1,3.261935314,2.589,53.144,19,1.171,0.157858085,1.498503746,,,0.093,-2.375155786,0.117479629,0.0794193,0.078397955,27,clump
462,45,30.5,3.417726684,3.487,53.144,19,1.255,0.227135573,0.913729995,,,0.133,-2.017406151,0.098459982,0.105976096,0.107756101,27,clump
463,45,27.2,3.303216973,3.02,53.144,19,1.15,0.139761942,1.267354123,,,0.113,-2.18036746,0.123897819,0.09826087,0.09776101,27,clump
464,45,28.4,3.346389145,2.922,53.144,19,1.294,0.257738196,1.219723692,,,0.091,-2.396895772,0.086043099,0.070324575,0.070543107,27,clump
465,45,25.9,3.254242969,2.574,53.144,19,1.224,0.202124184,1.61055606,,,0.082,-2.501036032,0.106353606,0.066993464,0.066035333,27,clump
466,45,15.9,2.766319109,0.492,53.144,19,0.193,-1.64506509,1.485385887,,,0.027,-3.611918413,0.186693065,0.139896373,0.125686575,27,clump
246,31,29.3,3.377587516,2.636,49.95,15,0.856,-0.155484903,0.720696733,,,0.131,-2.032557956,0.111294042,0.153037383,0.154425623,30,clump
247,31,29.2,3.374168709,3.121,40.055,15,1.18,0.165514438,1.005855649,,,0.103,-2.273026291,0.088538182,0.087288136,0.088022752,30,clump
248,31,30,3.401197382,2.888,40.055,15,1.121,0.114221144,0.866495367,,,0.116,-2.154165088,0.090884253,0.103479037,0.104887177,30,clump
249,31,28,3.33220451,3.391,40.055,15,1.309,0.269263487,1.298874371,,,0.111,-2.198225078,0.110186272,0.084797555,0.084832124,30,clump
250,31,28.9,3.363841595,2.629,40.055,15,1.038,0.037295785,0.918516024,,,0.075,-2.590267165,0.066794118,0.072254335,0.0727196,30,clump
251,31,26.6,3.280911216,2.616,40.055,15,0.96,-0.040821995,1.14693626,,,0.108,-2.225624052,0.127831033,0.1125,0.111454348,30,clump
252,31,27.4,3.310543013,2.267,40.055,15,1.146,0.136277618,1.229892504,,,0.09,-2.407945609,0.09623092,0.078534031,0.078243358,30,clump
253,31,32.6,3.484312288,3.451,40.055,15,1.258,0.229523158,0.719734802,,,0.15,-1.897119985,0.088371342,0.273,0.122783199,30,clump
254,31,26.7,3.284663565,2.243,40.055,15,0.772,-0.258770729,0.909884169,,,0.085,-2.465104022,0.099321177,0.110103627,0.109158045,30,clump
255,31,30.7,3.424262655,3.481,40.055,15,1.232,0.208638865,0.876010604,,,0.148,-1.910543005,0.10713556,0.266,0.122299388,30,clump
256,31,23.5,3.157000421,1.762,40.055,15,0.668,-0.403467105,1.249828361,,,0.055,-2.900422094,0.099576414,0.082335329,0.079672071,30,clump
257,31,32.2,3.471966453,3.403,40.055,15,1.28,0.246860078,0.765792817,,,0.096,-2.343407088,0.059004095,0.236,0.077049684,30,clump
258,31,14.3,2.660259537,0.383,40.055,15,0.131,-2.032557956,1.480111437,,,0.024,-3.729701449,0.238761991,0.183206107,0.161313523,30,clump
259,31,24.8,3.210843653,2.137,40.055,15,0.761,-0.273121921,1.17168035,,,0.063,-2.764620553,0.09482609,0.082785808,0.080931706,30,clump
260,31,29,3.36729583,3.647,40.055,15,1.204,0.185649347,1.052168532,,,0.137,-1.987774353,0.120573535,0.113787375,0.114595268,30,clump
407,43,32.2,3.471966453,3.952,69.009,19,1.445,0.368109322,0.864508298,,,0.154,-1.870802677,0.094652402,0.106574394,0.109486979,31,clump
408,43,25.5,3.238678452,2.479,55.284,19,1.071,0.068592791,1.49091743,,,0.11,-2.207274913,0.150493043,0.10270775,0.100939891,31,clump
409,43,28.2,3.339321978,3.327,55.284,19,1.395,0.332894415,1.349000187,,,0.163,-1.814005078,0.15790276,0.116845878,0.117051696,31,clump
410,43,34.3,3.535145354,4.959,55.284,19,1.931,0.658038003,0.91908808,,,0.162,-1.820158944,0.080170158,0.083894355,0.087227938,31,clump
411,43,27.2,3.303216973,3.329,55.284,19,1.26,0.231111721,1.3885793,,,0.143,-1.944910649,0.156791045,0.113492063,0.112914722,31,clump
412,43,27.3,3.306886702,3.359,55.284,19,1.293,0.2569651,1.406142443,,,0.116,-2.154165088,0.125596249,0.089713844,0.08931972,31,clump
413,43,29.5,3.384390263,3.11,55.284,19,1.186,0.170586301,0.974245853,,,0.121,-2.111964733,0.100427445,0.102023609,0.10308224,31,clump
414,43,29.2,3.374168709,2.349,55.284,19,0.845,-0.168418652,0.720294935,,,0.117,-2.145581344,0.100572499,0.138461538,0.13962683,31,clump
415,43,26.5,3.277144733,2.658,55.284,19,0.992,-0.008032172,1.201437499,,,0.1,-2.302585093,0.119901112,0.100806452,0.099798044,31,clump
416,43,28.6,3.353406718,2.563,55.284,19,1.024,0.023716527,0.941010547,,,0.105,-2.253794929,0.096919321,0.102539063,0.102994936,31,clump
417,43,31.3,3.443618098,3.526,55.284,19,1.423,0.352767319,0.94335243,,,0.15,-1.897119985,0.101608664,0.105411103,0.107710184,31,clump
418,43,30.4,3.414442608,3.389,55.284,19,1.184,0.168898536,0.872346261,,,0.118,-2.137070655,0.08834504,0.099662162,0.101272905,31,clump
419,43,23.7,3.165475048,1.82,55.284,19,0.848,-0.164874643,1.538673287,,,0.086,-2.453407983,0.151240527,0.101415094,0.098292814,31,clump
420,43,28.6,3.353406718,2.899,55.284,19,1.36,0.3074847,1.249779633,,,0.116,-2.154165088,0.107072774,0.085294118,0.085673323,31,clump
421,43,26.1,3.261935314,2.778,55.284,19,1.166,0.153579088,1.492105353,,,0.113,-2.18036746,0.142744065,0.096912521,0.095666211,31,clump
423,43,27.2,3.303216973,2.71,55.284,19,1.052,0.050693114,1.159353511,,,0.097,-2.3330443,0.106354765,0.092205323,0.091736268,31,clump
424,43,29.6,3.387774361,3.142,55.284,19,1.163,0.151002874,0.943720296,,,0.12,-2.120263536,0.098448076,0.103181427,0.104319126,31,clump
425,43,28.4,3.346389145,2.935,55.284,19,1.09,0.086177696,1.027433404,,,0.109,-2.216407397,0.103062613,0.1,0.100310748,31,clump
544,50,27.9,3.328626689,3.592,68.624,23,1.396,0.333611004,1.403258808,,,0.114,-2.171556831,0.114561579,0.081661891,0.081639665,31,clump
545,50,29.7,3.391147046,3.653,71.449,23,1.424,0.353469813,1.14148765,,,0.134,-2.009915479,0.108669266,0.094101124,0.095199686,31,clump
546,50,28.6,3.353406718,4.33,71.449,23,1.822,0.599934799,1.674337126,,,0.135,-2.002480501,0.124610556,0.074094402,0.074423815,31,clump
547,50,27.2,3.303216973,2.272,71.449,23,1.011,0.01093994,1.114169582,,,0.113,-2.18036746,0.123897819,0.111770524,0.11120194,31,clump
548,50,27.7,3.321432413,3.009,71.449,23,1.192,0.175632569,1.229812961,,,0.14,-1.966112856,0.144204557,0.117449664,0.117257308,31,clump
549,50,29.4,3.380994674,3.811,71.449,23,1.182,0.167207919,0.982968758,,,0.133,-2.017406151,0.111680373,0.112521151,0.113615384,31,clump
550,50,27.2,3.303216973,3.056,71.449,23,1.147,0.137149838,1.264047982,,,0.095,-2.353878387,0.104161883,0.08282476,0.082403425,31,clump
551,50,33.2,3.502549876,4.982,71.449,23,1.694,0.527092596,0.907262828,,,0.199,-1.614450454,0.110130093,0.117473436,0.121387199,31,clump
552,50,27.5,3.314186005,3.262,71.449,23,1.243,0.217527813,1.316516636,,,0.07,-2.659260037,0.073916851,0.056315366,0.056145778,31,clump
553,50,26.5,3.277144733,1.932,71.449,23,0.933,-0.069350078,1.129981035,,,0.084,-2.47693848,0.100716934,0.090032154,0.089131526,31,clump
554,50,25.7,3.246490992,2.365,71.449,23,0.856,-0.155484903,1.158391688,,,0.1,-2.302585093,0.133194394,0.11682243,0.114982173,31,clump
555,50,28.6,3.353406718,3.36,71.449,23,1.201,0.183154543,1.103665691,,,0.121,-2.111964733,0.11168798,0.100749376,0.101197292,31,clump
556,50,25.1,3.222867846,2.499,71.449,23,1.072,0.069526063,1.580212482,,,0.094,-2.364460497,0.135769915,0.087686567,0.085918772,31,clump
557,50,28.9,3.363841595,3.302,71.449,23,1.368,0.313349819,1.210529789,,,0.094,-2.364460497,0.083715295,0.06871345,0.069155915,31,clump
558,50,26.4,3.27336401,2.864,71.449,23,0.933,-0.069350078,1.145552514,,,0.091,-2.396895772,0.110534151,0.097534834,0.096489816,31,clump
559,50,29,3.36729583,2.744,71.449,23,1.052,0.050693114,0.919336624,,,0.046,-3.079113882,0.040484544,0.043726236,0.044036693,31,clump
560,50,24.9,3.214867803,1.998,71.449,23,0.826,-0.191160505,1.253366219,,,0.077,-2.563949857,0.114309815,0.093220339,0.091202247,31,clump
561,50,28.5,3.349904087,2.823,71.449,23,1.202,0.183986836,1.118679421,,,0.092,-2.385966702,0.085946168,0.076539101,0.076828237,31,clump
562,50,27.3,3.306886702,3.029,71.449,23,1.196,0.178982656,1.300654572,,,0.124,-2.087473713,0.134258059,0.10367893,0.103223455,31,clump
563,50,26.1,3.261935314,3.358,71.449,23,1.565,0.447885824,2.00269715,,,0.102,-2.282782466,0.128848625,0.065175719,0.064337549,31,clump
564,50,32,3.465735903,4.185,71.449,23,1.667,0.511025604,1.020075349,,,0.151,-1.890475442,0.09481326,0.090581884,0.09294731,31,clump
565,50,25.6,3.242592351,2.869,71.449,23,1.069,0.066723632,1.467197591,,,0.105,-2.253794929,0.14173685,0.098222638,0.096603791,31,clump
567,50,24.5,3.198673118,2.154,71.449,23,0.892,-0.114289146,1.435235617,,,0.074,-2.603690186,0.116131118,0.082959641,0.080914323,31,clump
64,10,30.87,3.429784839,4.251,74.413,20,1.384,0.324977857,0.964612901,,,0.129,-2.047942875,0.091629566,0.256,0.094991023,34,clump
65,10,33.58,3.513930652,4.225,61.265,20,1.496,0.40279488,0.768880884,,,0.136,-1.995100393,0.072383352,0.243,0.094141178,34,clump
66,10,30.38,3.413784497,4.347,61.265,20,1.589,0.463104888,1.173534187,,,0.126,-2.071473372,0.094547719,0.239,0.08056665,34,clump
67,10,28.81,3.360722549,2.534,61.265,20,1.081,0.077886539,0.967428046,,,0.056,-2.882403588,0.050409363,0.051803885,0.052106576,34,clump
68,10,26.71,3.285038027,2.492,61.265,20,0.858,-0.153151179,1.009874457,,,0.095,-2.353878387,0.110863536,0.110722611,0.109779523,34,clump
69,10,26.85,3.290265821,2.356,61.265,20,0.832,-0.183922838,0.96091411,,,0.086,-2.453407983,0.098577113,0.103365385,0.10258681,34,clump
70,10,29.08,3.370050653,3.118,61.265,20,1.123,0.116003676,0.971644943,,,0.101,-2.292634762,0.088054009,0.089937667,0.090623647,34,clump
71,10,27.58,3.317090872,2.219,61.265,20,0.927,-0.075801713,0.971556543,,,0.117,-2.145581344,0.122321867,0.126213592,0.125902983,34,clump
72,10,31.42,3.447444633,3.557,61.265,20,1.172,0.158711691,0.766268216,,,0.132,-2.024953356,0.088249711,0.274,0.115168173,34,clump
73,10,29.09,3.370394473,3.399,61.265,20,1.269,0.238229189,1.096601727,,,0.135,-2.002480501,0.117557235,0.106382979,0.107201395,34,clump
74,10,31.13,3.438171984,4.326,61.265,20,1.55,0.438254931,1.048003796,,,0.193,-1.64506509,0.133201613,0.268,0.127100315,34,clump
75,10,26.39,3.272985151,2.622,61.265,20,0.963,-0.037701867,1.184009723,,,0.11,-2.207274913,0.133786451,0.114226376,0.112994386,34,clump
76,10,31.79,3.459151775,4.02,61.265,20,1.485,0.395414772,0.930624147,,,0.142,-1.951928221,0.091198646,0.307,0.097997292,34,clump
77,10,16.59,2.808800104,0.679,61.265,20,0.226,-1.48722028,1.491434195,,,0.035,-3.352407217,0.209195095,0.154867257,0.140264382,34,clump
78,10,28.68,3.356200016,3.433,61.265,20,1.281,0.247641023,1.165338761,,,0.111,-2.198225078,0.101480609,0.086651054,0.087082496,34,clump
79,10,38.91,3.661251287,2.552,61.265,20,0.926,-0.076881044,0.279208674,,,0.105,-2.253794929,0.033715984,0.245,0.120755503,34,clump
80,10,28.81,3.360722549,3.386,61.265,20,1.603,0.471876874,1.434585714,,,0.115,-2.162823151,0.103519228,0.071740487,0.072159667,34,clump
81,10,30,3.401197382,3.897,61.265,20,1.407,0.341459778,1.087563766,,,0.129,-2.047942875,0.101069558,0.091684435,0.092932075,34,clump
82,10,30.13,3.405521353,3.175,61.265,20,1.161,0.149281703,0.883476369,,,0.112,-2.189256408,0.086458473,0.218,0.09786167,34,clump
